Age,AgeGroup,Attrition,AttritionFlag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,SatisfactionGroup,MaritalStatus,MonthlyIncome,IncomeGroup,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,25-34,No,0,Travel_Rarely,$965,Research & Development,2 km,3,Technical Degree,481,4,Male,$42,4,2,Manufacturing Director,3,High,Divorced,"$5,609",Middle Income,"$26,251",4,No,12,3,1,2,3,3,1,3,2-4 Years,0,3,2
26,25-34,No,0,Non-Travel,"$1,329",Sales,4 km,3,Other,482,1,Female,$80,3,3,Sales Executive,2,Medium,Single,"$14,057",High Income,"$21,665",0,No,12,3,4,3,6,6,1,6,5-9 Years,6,1,0
34,25-34,No,0,Travel_Rarely,$635,Research & Development,24 km,3,Medical,483,4,Female,$84,4,1,Healthcare Representative,1,Low,Divorced,"$6,520",Middle Income,"$4,195",2,No,13,3,3,2,11,0,1,0,0-1 Years,0,0,0
52,45-54,No,0,Travel_Rarely,$588,Research & Development,17 km,3,Other,484,4,Female,$80,2,2,Manufacturing Director,4,Very High,Single,"$9,530",High Income,"$3,697",4,No,15,3,3,0,29,5,1,1,0-1 Years,1,1,0
27,25-34,No,0,Travel_Rarely,$324,Sales,3 km,3,Other,485,3,Male,$82,4,1,Manager,4,Very High,Single,"$8,121",High Income,"$15,516",2,No,19,3,1,0,2,0,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Rarely,$605,Human Resources,6 km,3,Human Resources,486,3,Female,$96,2,2,Human Resources,4,Very High,Single,"$5,621",Middle Income,"$22,851",3,No,13,3,2,2,13,2,1,3,2-4 Years,3,3,2
37,35-44,No,0,Travel_Rarely,"$1,017",Research & Development,5 km,3,Technical Degree,487,2,Female,$56,1,1,Healthcare Representative,4,Very High,Married,"$8,645",High Income,"$9,405",1,No,15,3,2,1,17,2,1,3,2-4 Years,0,0,3
47,45-54,No,0,Travel_Frequently,$494,Research & Development,4 km,3,Other,488,2.5,Male,$74,3,1,Healthcare Representative,3,High,Divorced,"$8,295",High Income,"$17,744",3,No,12,3,4,1,31,2,1,1,0-1 Years,1,0,1
34,25-34,No,0,Travel_Rarely,"$1,494",Research & Development,9 km,3,Life Sciences,489,2,Male,$32,4,3,Laboratory Technician,3,High,Married,"$11,193",High Income,"$7,972",2,No,15,3,3,2,9,6,1,6,5-9 Years,0,0,0
41,35-44,No,0,Travel_Rarely,$539,Research & Development,1 km,3,Technical Degree,490,3,Female,$47,3,2,Manager,4,Very High,Married,"$9,863",High Income,"$5,054",3,Yes,20,3,1,2,16,2,1,2,2-4 Years,2,0,2
52,45-54,No,0,Travel_Rarely,$488,Research & Development,4 km,3,Medical,491,3,Male,$70,1,1,Healthcare Representative,3,High,Married,"$8,641",High Income,"$4,742",1,No,14,3,1,2,37,2,1,1,0-1 Years,0,1,1
56,55+,No,0,Travel_Rarely,"$1,427",Research & Development,7 km,3,Medical,492,2,Female,$33,2,2,Laboratory Technician,2,Medium,Single,"$9,737",High Income,"$10,400",3,No,13,3,2,1,28,4,1,6,5-9 Years,2,0,6
42,35-44,No,0,Travel_Rarely,$681,Research & Development,29 km,3,Medical,493,1,Male,$63,3,3,Healthcare Representative,2,Medium,Married,"$11,562",High Income,"$13,027",4,No,18,3,3,1,18,5,1,5,5-9 Years,2,4,3
38,35-44,No,0,Travel_Frequently,$783,Research & Development,1 km,3,Technical Degree,494,1,Female,$78,4,2,Manager,4,Very High,Married,"$9,733",High Income,"$14,141",6,No,22,4,2,2,12,2,1,0,0-1 Years,0,0,0
38,35-44,No,0,Travel_Rarely,$485,Research & Development,4 km,3,Other,495,3,Male,$84,2,4,Research Director,4,Very High,Married,"$15,028",High Income,"$17,218",4,No,15,3,1,0,19,0,1,19,10+ Years,8,2,0
27,25-34,No,0,Travel_Frequently,"$1,381",Research & Development,3 km,3,Other,496,4,Unknown,$81,3,1,Manufacturing Director,2,Medium,Married,"$7,935",High Income,"$11,542",5,No,11,3,4,1,3,6,1,3,2-4 Years,3,3,1
39,35-44,No,0,Non-Travel,$273,Research & Development,11 km,3,Medical,497,2,Male,$93,3,1,Research Scientist,1,Low,Married,"$8,066",High Income,"$8,094",6,No,14,3,4,0,15,5,1,2,2-4 Years,2,2,2
37,35-44,Yes,1,Travel_Rarely,"$1,148",Sales,11 km,3,Life Sciences,498,2,Male,$30,3,3,Sales Executive,3,High,Married,"$11,335",High Income,"$10,561",2,No,20,3,2,0,11,4,1,8,5-9 Years,6,0,1
18,Under 25,No,0,Travel_Rarely,$134,Research & Development,7 km,3,Life Sciences,499,4,Female,$88,3,1,Laboratory Technician,2,Medium,Single,"$7,833",High Income,"$15,557",4,No,12,3,4,1,0,3,1,0,0-1 Years,0,0,0
34,25-34,No,0,Travel_Rarely,"$1,192",Research & Development,2 km,3,Medical,500,3,Male,$75,1,2,Research Director,2,Medium,Married,"$9,169",High Income,"$16,258",5,No,18,3,1,2,12,2,1,2,2-4 Years,2,2,2
28,25-34,No,0,Travel_Frequently,$419,Sales,3 km,3,Life Sciences,501,3,Male,$50,4,2,Sales Representative,2,Medium,Married,"$8,521",High Income,"$26,232",1,No,23,3,4,0,11,5,1,3,2-4 Years,1,3,3
50,45-54,No,0,Non-Travel,$899,Research & Development,2 km,3,Technical Degree,502,3,Male,$67,4,3,Manufacturing Director,2,Medium,Married,"$13,239",High Income,"$6,830",0,No,17,3,2,0,27,3,1,6,5-9 Years,1,2,3
36,35-44,No,0,Travel_Rarely,$605,Research & Development,1 km,3,Technical Degree,503,2,Male,$87,1,1,Manufacturing Director,2,Medium,Married,"$8,631",High Income,"$6,874",4,No,19,4,4,0,14,2,1,4,2-4 Years,0,0,0
45,45-54,No,0,Travel_Rarely,"$1,069",Research & Development,3 km,3,Technical Degree,504,3,Male,$58,1,2,Manager,1,Low,Married,"$13,786",High Income,"$24,707",3,No,15,3,1,3,20,0,1,0,0-1 Years,0,0,0
44,35-44,No,0,Travel_Frequently,$576,Research & Development,11 km,3,Technical Degree,505,1,Male,$44,1,3,Laboratory Technician,2,Medium,Married,"$9,976",High Income,"$13,506",2,No,18,3,1,0,21,4,1,8,5-9 Years,4,4,2
24,Under 25,No,0,Travel_Rarely,"$1,488",Research & Development,8 km,3,Life Sciences,506,1,Female,$73,1,2,Manufacturing Director,3,High,Married,"$8,387",High Income,"$25,875",4,No,11,3,3,0,3,6,1,3,2-4 Years,2,1,1
19,Under 25,No,0,Travel_Rarely,$641,Research & Development,6 km,3,Technical Degree,507,2,Male,$59,4,2,Manager,1,Low,Married,"$10,661",High Income,"$5,705",0,Yes,16,3,2,1,0,2,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Rarely,"$1,302",Sales,29 km,3,Life Sciences,508,4,Female,$74,3,2,Sales Representative,1,Low,Divorced,"$9,552",High Income,"$23,891",1,Yes,16,3,2,2,15,0,1,7,5-9 Years,1,3,0
43,35-44,Yes,1,Travel_Rarely,$373,Research & Development,16 km,3,Life Sciences,509,3,Male,$58,3,2,Healthcare Representative,1,Low,Single,"$10,018",High Income,"$21,027",3,No,16,3,2,0,17,6,1,0,0-1 Years,0,0,0
37,35-44,No,0,Travel_Rarely,"$1,222",Sales,8 km,3,Marketing,510,3,Female,$60,2,2,Manager,2,Medium,Divorced,"$6,980",Middle Income,"$16,200",1,No,11,4,3,1,18,5,1,2,2-4 Years,0,0,2
46,45-54,No,0,Travel_Rarely,$214,Sales,6 km,3,Life Sciences,511,4,Male,$67,3,2,Manager,1,Low,Married,"$7,866",High Income,"$12,914",2,No,16,3,2,1,24,4,1,4,2-4 Years,1,1,4
40,35-44,No,0,Travel_Rarely,"$1,091",Sales,8 km,3,Life Sciences,512,1,Male,$77,2,3,Sales Representative,2,Medium,Married,"$10,625",High Income,"$22,989",3,Yes,12,3,1,0,18,3,1,13,10+ Years,9,1,1
28,25-34,No,0,Travel_Frequently,"$1,437",Sales,1 km,3,Other,513,4,Male,$30,4,2,Sales Executive,4,Very High,Divorced,"$8,777",High Income,"$10,505",4,No,15,3,4,0,0,4,1,0,0-1 Years,0,0,0
33,25-34,No,0,Travel_Rarely,"$1,248",Research & Development,19 km,3,Medical,514,1,Female,$84,3,1,Manager,2,Medium,Married,"$7,016",High Income,"$17,370",3,Yes,12,4,3,0,12,0,1,4,2-4 Years,0,4,4
37,35-44,No,0,Travel_Rarely,"$1,031",Human Resources,1 km,3,Life Sciences,515,3,Male,$45,3,1,HR Business Partner,4,Very High,Married,"$6,251",Middle Income,"$2,839",2,Yes,11,4,2,2,16,6,1,2,2-4 Years,0,1,2
22,Under 25,Yes,1,Travel_Rarely,$212,Human Resources,1 km,3,Human Resources,516,2,Male,$75,3,1,Human Resources,1,Low,Single,"$6,337",Middle Income,"$26,553",3,No,13,4,2,2,3,3,1,0,0-1 Years,0,0,0
20,Under 25,No,0,Travel_Frequently,$955,Sales,19 km,3,Other,517,4,Female,$90,2,1,Sales Representative,2,Medium,Divorced,"$7,883",High Income,"$6,602",0,No,17,3,2,1,0,0,1,0,0-1 Years,0,0,0
60,55+,No,0,Travel_Rarely,$581,Research & Development,5 km,3,Other,518,3,Male,$71,3,2,Healthcare Representative,2,Medium,Married,"$10,366",High Income,"$9,212",4,No,14,4,2,2,39,0,1,2,2-4 Years,2,0,2
21,Under 25,Yes,1,Travel_Rarely,$907,Research & Development,9 km,3,Technical Degree,519,1,Male,$63,3,2,Manager,4,Very High,Divorced,"$11,206",High Income,"$23,724",1,Yes,18,3,1,1,0,1,1,0,0-1 Years,0,0,0
49,45-54,No,0,Travel_Frequently,$686,Research & Development,10 km,3,Medical,520,4,Female,$67,3,3,Research Director,3,High,Married,"$13,425",High Income,"$7,055",4,No,11,3,1,0,30,4,1,7,5-9 Years,0,4,1
47,45-54,No,0,Travel_Frequently,$484,Sales,6 km,3,Other,521,4,Male,$36,2,2,Manager,3,High,Married,"$7,989",High Income,"$8,828",2,Yes,11,3,4,0,24,5,1,2,2-4 Years,2,0,2
29,25-34,No,0,Travel_Frequently,"$1,194",Research & Development,29 km,3,Other,522,1,Female,$35,2,2,Research Director,3,High,Married,"$11,150",High Income,"$16,056",4,No,19,3,1,0,8,0,1,1,0-1 Years,1,0,1
38,35-44,No,0,Travel_Rarely,$680,Sales,20 km,3,Life Sciences,523,1,Female,$76,2,1,Manager,2,Medium,Married,"$8,938",High Income,"$13,354",3,No,14,3,4,2,16,3,1,2,2-4 Years,2,0,1
46,45-54,No,0,Travel_Rarely,$629,Sales,1 km,3,Marketing,524,2,Female,$93,4,3,Sales Representative,2,Medium,Single,"$10,969",High Income,"$10,946",3,Yes,11,3,3,0,28,1,1,5,5-9 Years,0,2,0
42,35-44,No,0,Travel_Frequently,$294,Research & Development,5 km,3,Other,525,4,Male,$89,3,1,Research Director,1,Low,Divorced,"$10,589",High Income,"$12,646",1,No,11,3,2,0,21,0,1,3,2-4 Years,2,0,3
33,25-34,No,0,Travel_Rarely,$484,Research & Development,4 km,3,Other,526,3,Female,$94,2,3,Healthcare Representative,3,High,Married,"$9,908",High Income,"$23,737",1,Yes,11,4,1,1,6,2,1,5,5-9 Years,1,0,0
37,35-44,No,0,Travel_Rarely,"$1,013",Sales,7 km,3,Technical Degree,527,2,Female,$51,4,1,Manager,1,Low,Single,"$7,609",High Income,"$19,860",3,Yes,18,3,3,0,16,2,1,4,2-4 Years,4,0,2
37,35-44,Yes,1,Travel_Frequently,$954,Research & Development,1 km,3,Medical,528,2,Male,$93,4,2,Research Scientist,2,Medium,Married,"$12,571",High Income,"$9,536",2,No,19,3,4,0,10,3,1,5,5-9 Years,1,0,3
33,25-34,No,0,Travel_Rarely,"$1,466",Research & Development,16 km,3,Life Sciences,529,4,Male,$53,2,3,Manager,3,High,Married,"$12,841",High Income,"$15,559",4,No,14,3,1,0,9,6,1,8,5-9 Years,0,1,4
32,25-34,No,0,Travel_Frequently,"$1,017",Research & Development,6 km,3,Life Sciences,530,4,Female,$93,3,2,Healthcare Representative,2,Medium,Divorced,"$12,529",High Income,"$23,544",1,No,11,3,4,0,5,4,1,4,2-4 Years,0,2,4
39,35-44,Yes,1,Travel_Frequently,$633,Sales,2 km,3,Life Sciences,531,2,Female,$51,1,1,Sales Representative,4,Very High,Married,"$7,001",High Income,"$21,948",1,No,11,3,2,2,21,2,1,1,0-1 Years,1,1,0
49,45-54,No,0,Travel_Rarely,$188,Research & Development,7 km,2,Medical,532,1,Female,$65,4,3,Manager,1,Low,Married,"$13,329",High Income,"$22,022",1,No,11,3,3,1,21,6,1,5,5-9 Years,0,5,1
32,25-34,No,0,Travel_Rarely,$130,Research & Development,5 km,3,Life Sciences,533,4,Female,$92,1,4,Manufacturing Director,4,Very High,Divorced,"$12,116",High Income,"$17,853",2,No,15,3,1,2,12,4,1,12,10+ Years,3,2,1
44,35-44,No,0,Travel_Rarely,"$1,025",Research & Development,3 km,3,Technical Degree,534,2,Female,$88,3,2,Manager,2,Medium,Married,"$12,417",High Income,"$16,379",2,No,21,3,1,3,19,3,1,0,0-1 Years,0,0,0
18,Under 25,No,0,Travel_Rarely,"$1,276",Research & Development,2 km,3,Medical,535,2,Male,$81,1,2,Laboratory Technician,4,Very High,Married,"$9,250",High Income,"$14,489",1,No,11,3,2,2,0,3,1,0,0-1 Years,0,0,0
32,25-34,No,0,Travel_Rarely,$445,Research & Development,10 km,3,Technical Degree,536,1,Male,$74,4,3,Laboratory Technician,3,High,Divorced,"$13,561",High Income,"$17,025",3,No,16,3,2,2,8,3,1,5,5-9 Years,5,0,0
31,25-34,Yes,1,Travel_Rarely,"$1,468",Sales,3 km,3,Marketing,537,3,Male,$69,1,2,Manager,4,Very High,Married,"$9,713",High Income,"$11,102",1,Yes,12,3,1,2,4,1,1,4,2-4 Years,1,1,1
25,25-34,No,0,Travel_Rarely,$429,Research & Development,3 km,3,Medical,538,4,Male,$46,1,1,Manufacturing Director,3,High,Single,"$8,131",High Income,"$23,502",1,No,14,3,2,0,2,2,1,2,2-4 Years,0,0,1
31,25-34,No,0,Travel_Rarely,"$1,125",Research & Development,6 km,3,Medical,539,3,Male,$36,2,2,Laboratory Technician,4,Very High,Married,"$12,575",High Income,"$11,304",2,No,18,3,4,2,9,3,1,9,5-9 Years,1,1,1
23,Under 25,No,0,Travel_Rarely,$776,Research & Development,1 km,2,Life Sciences,540,2.5,Female,$31,1,2,Laboratory Technician,1,Low,Divorced,"$9,210",High Income,"$25,534",1,No,15,3,2,1,0,1,1,0,0-1 Years,0,0,0
27,25-34,Yes,1,Travel_Rarely,$817,Sales,29 km,3,Marketing,541,2,Male,$33,4,1,Manager,1,Low,Married,"$9,850",High Income,"$2,984",3,Yes,20,3,4,1,4,5,1,1,0-1 Years,1,1,1
51,45-54,Yes,1,Travel_Rarely,$750,Sales,8 km,3,Life Sciences,542,2,Male,$52,3,2,Manager,2,Medium,Divorced,"$7,426",High Income,"$13,424",3,No,11,3,4,0,33,5,1,8,5-9 Years,1,1,1
33,25-34,No,0,Travel_Rarely,$328,Research & Development,20 km,3,Medical,543,3,Male,$80,3,2,Manager,4,Very High,Married,"$9,367",High Income,"$3,369",3,No,11,3,1,1,10,6,1,6,5-9 Years,3,0,0
44,35-44,No,0,Travel_Frequently,$253,Research & Development,5 km,3,Technical Degree,544,1,Male,$49,4,2,Healthcare Representative,2,Medium,Single,"$10,519",High Income,"$10,313",2,No,16,3,4,3,27,1,1,5,5-9 Years,5,4,3
29,25-34,No,0,Travel_Rarely,$306,Research & Development,1 km,3,Life Sciences,545,1,Male,$33,2,3,Healthcare Representative,2,Medium,Single,"$8,704",High Income,"$10,284",3,No,11,4,1,0,7,3,1,7,5-9 Years,2,0,2
60,55+,No,0,Travel_Rarely,$798,Research & Development,16 km,3,Other,546,4,Male,$96,3,1,Manager,1,Low,Single,"$8,244",High Income,"$7,545",3,No,11,3,4,0,39,4,1,1,0-1 Years,1,0,0
46,45-54,No,0,Travel_Rarely,"$1,246",Research & Development,5 km,3,Other,547,2,Male,$48,4,2,Manager,4,Very High,Divorced,"$10,810",High Income,"$6,930",1,No,16,3,2,1,27,3,1,0,0-1 Years,0,0,0
36,35-44,No,0,Travel_Rarely,"$1,335",Sales,9 km,3,Other,548,4,Male,$58,1,1,Sales Executive,3,High,Single,"$7,554",High Income,"$24,418",1,Yes,17,3,2,1,12,1,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Rarely,"$1,150",Research & Development,29 km,3,Technical Degree,549,4,Male,$72,3,2,Research Scientist,1,Low,Single,"$8,247",High Income,"$16,093",1,No,11,3,4,1,10,1,1,3,2-4 Years,3,3,3
36,35-44,No,0,Travel_Rarely,$669,Research & Development,4 km,3,Medical,550,3,Female,$68,4,1,Research Scientist,1,Low,Married,"$5,488",Middle Income,"$7,761",3,Yes,11,3,4,1,15,4,1,4,2-4 Years,0,0,4
43,35-44,Yes,1,Travel_Rarely,$915,Research & Development,22 km,3,Technical Degree,551,4,Male,$48,3,2,Healthcare Representative,1,Low,Married,"$8,813",High Income,"$3,494",7,Yes,17,3,4,0,13,5,1,5,5-9 Years,0,3,0
19,Under 25,Yes,1,Travel_Rarely,"$1,299",Sales,1 km,3,Marketing,552,2,Male,$59,3,2,Sales Representative,3,High,Divorced,"$7,803",High Income,"$7,475",1,Yes,16,3,1,1,0,4,1,0,0-1 Years,0,0,0
29,25-34,No,0,Travel_Rarely,"$1,333",Research & Development,1 km,3,Life Sciences,553,3,Male,$80,4,2,Manager,1,Low,Married,"$10,028",High Income,"$12,743",2,No,15,3,2,1,6,5,1,6,5-9 Years,0,0,0
47,45-54,No,0,Travel_Rarely,$276,Research & Development,7 km,3,Life Sciences,554,2,Male,$70,1,1,Research Director,4,Very High,Married,"$7,130",High Income,"$21,542",2,No,13,3,4,1,26,1,1,0,0-1 Years,0,0,0
33,25-34,No,0,Travel_Frequently,$523,Research & Development,8 km,3,Life Sciences,555,2,Female,$91,3,1,Research Scientist,3,High,Divorced,"$6,658",Middle Income,"$22,614",1,No,16,3,3,0,9,0,1,4,2-4 Years,4,0,0
40,35-44,Yes,1,Travel_Rarely,"$1,093",Sales,29 km,3,Other,556,4,Male,$51,2,3,Sales Executive,1,Low,Divorced,"$13,778",High Income,"$12,404",1,No,11,4,3,1,11,0,1,6,5-9 Years,6,2,2
27,25-34,No,0,Non-Travel,$953,Research & Development,2 km,3,Medical,557,4,Female,$69,3,2,Research Scientist,4,Very High,Single,"$9,698",High Income,"$24,380",2,No,13,3,2,1,7,0,1,2,2-4 Years,2,2,2
42,35-44,Yes,1,Travel_Rarely,$996,Research & Development,5 km,3,Medical,558,2,Unknown,$97,3,1,Research Scientist,3,High,Married,"$8,897",High Income,"$2,239",1,No,20,3,2,2,22,2,1,3,2-4 Years,1,0,0
46,45-54,No,0,Travel_Rarely,"$1,061",Research & Development,2 km,3,Life Sciences,559,3,Unknown,$64,1,2,Research Director,4,Very High,Single,"$10,157",High Income,"$22,405",0,No,12,4,2,3,23,4,1,6,5-9 Years,3,0,5
41,35-44,No,0,Travel_Frequently,$981,Sales,3 km,3,Life Sciences,560,2,Female,$55,2,1,Sales Executive,2,Medium,Married,"$8,591",High Income,"$21,310",3,No,14,3,2,0,16,0,1,0,0-1 Years,0,0,0
23,Under 25,No,0,Travel_Rarely,$692,Research & Development,29 km,3,Other,561,3,Male,$71,1,2,Manager,4,Very High,Divorced,"$8,024",High Income,"$15,874",4,No,14,4,2,0,1,6,1,1,0-1 Years,1,1,1
27,25-34,No,0,Non-Travel,"$1,322",Research & Development,1 km,3,Life Sciences,562,4,Female,$50,3,1,Manager,4,Very High,Divorced,"$8,671",High Income,"$18,079",3,No,15,4,3,2,5,6,1,1,0-1 Years,0,0,1
40,35-44,No,0,Travel_Rarely,$626,Research & Development,1 km,3,Technical Degree,563,3,Male,$60,1,2,Laboratory Technician,2,Medium,Divorced,"$9,091",High Income,"$7,225",1,Yes,12,3,2,0,15,6,1,7,5-9 Years,7,4,0
39,35-44,No,0,Travel_Rarely,$481,Research & Development,11 km,3,Life Sciences,564,2,Female,$40,1,1,Manufacturing Director,3,High,Divorced,"$9,733",High Income,"$2,147",5,No,17,3,2,2,18,4,1,0,0-1 Years,0,0,0
25,25-34,No,0,Travel_Rarely,$175,Research & Development,2 km,3,Medical,565,2,Male,$35,3,1,Research Scientist,1,Low,Single,"$10,240",High Income,"$7,632",4,No,13,3,3,2,3,6,1,3,2-4 Years,0,1,2
28,25-34,No,0,Travel_Rarely,"$1,404",Research & Development,21 km,3,Life Sciences,566,3,Male,$70,1,2,Healthcare Representative,1,Low,Married,"$9,195",High Income,"$26,194",1,No,11,3,4,0,2,5,1,0,0-1 Years,0,0,0
30,25-34,No,0,Travel_Rarely,"$1,002",Research & Development,1 km,3,Technical Degree,567,3,Female,$76,3,1,Laboratory Technician,3,High,Married,"$10,923",High Income,"$8,279",3,Yes,21,4,1,0,5,4,1,3,2-4 Years,2,3,3
55,55+,No,0,Travel_Rarely,$946,Research & Development,1 km,3,Life Sciences,568,2,Female,$84,1,4,Manager,3,High,Married,"$13,952",High Income,"$17,883",0,No,11,3,4,1,32,5,1,14,10+ Years,1,1,3
51,45-54,Yes,1,Travel_Frequently,$205,Research & Development,7 km,3,Other,569,2,Male,$88,4,2,Healthcare Representative,4,Very High,Divorced,"$8,409",High Income,"$4,549",2,No,11,3,1,0,31,3,1,5,5-9 Years,0,0,3
28,25-34,No,0,Travel_Rarely,$116,Sales,3 km,3,Marketing,570,2,Female,$55,2,3,Sales Representative,3,High,Married,"$12,748",High Income,"$26,307",1,No,12,3,1,1,6,2,1,6,5-9 Years,0,1,6
44,35-44,No,0,Travel_Frequently,$574,Sales,4 km,3,Marketing,571,4,Female,$77,1,2,Manager,1,Low,Divorced,"$8,256",High Income,"$22,483",2,No,12,3,4,1,19,2,1,0,0-1 Years,0,0,0
47,45-54,Yes,1,Travel_Rarely,"$1,171",Research & Development,2 km,3,Medical,572,1,Male,$97,2,2,Laboratory Technician,3,High,Single,"$9,524",High Income,"$22,745",1,Yes,14,3,4,0,20,0,1,1,0-1 Years,1,0,1
33,25-34,No,0,Travel_Rarely,$486,Sales,5 km,3,Other,573,4,Male,$72,2,2,Sales Representative,3,High,Single,"$9,885",High Income,"$5,971",6,No,11,3,1,2,9,0,1,9,5-9 Years,0,1,0
50,45-54,No,0,Travel_Rarely,$901,Research & Development,2 km,3,Life Sciences,574,3,Male,$69,1,1,Research Scientist,4,Very High,Married,"$8,200",High Income,"$18,598",3,No,12,3,3,1,27,5,1,2,2-4 Years,1,2,1
25,25-34,No,0,Travel_Rarely,$849,Research & Development,6 km,3,Technical Degree,575,4,Unknown,$97,3,1,Healthcare Representative,2,Medium,Married,"$9,274",High Income,"$12,230",2,Yes,15,4,4,0,4,6,1,3,2-4 Years,3,1,3
42,35-44,No,0,Travel_Rarely,$727,Research & Development,2 km,3,Medical,576,2,Female,$76,3,2,Research Scientist,4,Very High,Married,"$10,205",High Income,"$23,061",1,No,25,3,2,3,15,0,1,8,5-9 Years,8,0,2
27,25-34,No,0,Travel_Rarely,$414,Sales,11 km,3,Marketing,577,3,Female,$96,4,1,Sales Executive,3,High,Single,"$6,556",Middle Income,"$8,135",0,No,14,3,2,1,2,4,1,2,2-4 Years,2,1,2
48,45-54,No,0,Non-Travel,$171,Research & Development,9 km,3,Other,578,3,Male,$64,2,4,Manufacturing Director,3,High,Divorced,"$13,444",High Income,"$18,392",1,No,25,3,1,0,26,1,1,10,10+ Years,3,1,2
48,45-54,No,0,Travel_Frequently,"$1,349",Research & Development,12 km,3,Life Sciences,579,1,Male,$76,3,1,Laboratory Technician,3,High,Married,"$7,478",High Income,"$3,377",3,Yes,17,3,2,0,29,6,1,0,0-1 Years,0,0,0
27,25-34,No,0,Travel_Rarely,$468,Research & Development,11 km,3,Technical Degree,580,3,Male,$53,3,1,Research Director,4,Very High,Divorced,"$5,958",Middle Income,"$9,592",2,No,11,3,2,0,3,2,1,0,0-1 Years,0,0,0
29,25-34,No,0,Travel_Frequently,$767,Sales,4 km,3,Life Sciences,581,4,Male,$43,1,3,Sales Executive,4,Very High,Married,"$10,946",High Income,"$5,492",3,Yes,16,3,4,0,5,3,1,5,5-9 Years,2,0,1
45,45-54,No,0,Travel_Rarely,$138,Research & Development,8 km,3,Medical,582,1,Male,$62,1,3,Research Scientist,1,Low,Married,"$9,225",High Income,"$22,815",1,Yes,19,3,1,2,30,2,1,10,10+ Years,3,2,4
32,25-34,No,0,Travel_Rarely,$184,Research & Development,7 km,3,Medical,583,1,Female,$72,1,2,Healthcare Representative,1,Low,Single,"$9,502",High Income,"$5,364",2,No,17,3,4,0,11,6,1,1,0-1 Years,0,0,1
48,45-54,No,0,Non-Travel,"$1,154",Research & Development,1 km,3,Other,584,4,Male,$76,3,2,Laboratory Technician,2,Medium,Single,"$11,933",High Income,"$11,445",4,No,13,3,2,1,25,3,1,8,5-9 Years,1,2,1
38,35-44,Yes,1,Travel_Rarely,"$1,029",Sales,1 km,3,Other,585,2.5,Female,$69,3,3,Sales Executive,2,Medium,Single,"$7,280",High Income,"$4,370",1,Yes,16,3,2,1,22,0,1,7,5-9 Years,2,1,0
46,45-54,No,0,Travel_Rarely,$786,Research & Development,3 km,3,Other,586,2,Male,$51,1,1,Manager,4,Very High,Married,"$5,944",Middle Income,"$10,620",1,No,13,3,2,2,22,5,1,0,0-1 Years,0,0,0
51,45-54,No,0,Travel_Rarely,"$1,085",Sales,16 km,3,Life Sciences,587,3,Female,$64,1,3,Sales Representative,3,High,Married,"$9,574",High Income,"$15,971",1,No,15,4,3,0,32,3,1,8,5-9 Years,1,0,3
31,25-34,No,0,Travel_Rarely,"$1,071",Research & Development,7 km,3,Medical,588,2,Male,$37,2,3,Research Scientist,2,Medium,Married,"$11,633",High Income,"$19,652",3,No,20,3,3,0,10,3,1,10,10+ Years,0,1,2
33,25-34,No,0,Travel_Rarely,$286,Sales,3 km,3,Technical Degree,589,3,Male,$86,1,1,Sales Executive,1,Low,Divorced,"$6,884",Middle Income,"$17,780",5,No,13,3,2,0,9,0,1,3,2-4 Years,3,0,3
46,45-54,Yes,1,Travel_Rarely,$296,Human Resources,13 km,3,Other,590,2,Male,$76,1,1,Manager,1,Low,Married,"$6,288",Middle Income,"$4,274",5,No,20,3,3,3,22,0,1,1,0-1 Years,1,1,1
55,55+,No,0,Travel_Rarely,"$1,213",Research & Development,1 km,3,Technical Degree,591,1,Male,$82,4,2,Healthcare Representative,2,Medium,Divorced,"$9,339",High Income,"$18,970",2,No,11,3,2,1,33,6,1,3,2-4 Years,3,2,2
30,25-34,No,0,Travel_Rarely,$540,Research & Development,7 km,3,Other,592,2,Male,$45,3,2,Healthcare Representative,4,Very High,Single,"$12,939",High Income,"$15,299",3,No,14,3,3,0,3,6,1,3,2-4 Years,0,3,0
41,35-44,No,0,Travel_Frequently,$946,Research & Development,8 km,3,Life Sciences,593,1,Male,$46,2,3,Laboratory Technician,3,High,Divorced,"$10,446",High Income,"$13,797",9,Yes,19,3,4,1,23,3,1,5,5-9 Years,0,3,0
40,35-44,No,0,Non-Travel,"$1,029",Research & Development,1 km,3,Medical,594,2.5,Female,$66,2,2,Manufacturing Director,1,Low,Divorced,"$9,197",High Income,"$17,323",4,No,14,3,4,2,19,2,1,2,2-4 Years,2,0,1
